瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm)
143,措备,2025-12-31,-1.3,-4.5,1.8,
143,措备,2026-01-01,-3.8,-6.3,-.6,
143,措备,2026-01-02,-4.3,-7.9,-.3,
143,措备,2026-01-03,-.9,-5.9,5.1,
143,措备,2026-01-04,3.4,-1.7,8.8,
143,措备,2026-01-05,2.8,-1.1,6.4,
143,措备,2026-01-06,2.3,-2.1,8.2,
143,措备,2026-01-07,2.3,-2.6,8.4,
143,措备,2026-01-08,-1.6,-4.7,2.9,
143,措备,2026-01-09,.4,-5.9,7.7,
143,措备,2026-01-10,3.4,-2.4,11.9,0
143,措备,2026-01-11,-2.4,-5.7,.5,
143,措备,2026-01-12,-1.8,-8.8,5.3,0
143,措备,2026-01-13,2.3,-2.2,5.9,0
143,措备,2026-01-14,.4,-5.4,7.4,
143,措备,2026-01-15,7.8,-1,18,0
143,措备,2026-01-16,6.6,-.9,15.8,
143,措备,2026-01-17,5.5,.6,12.6,
143,措备,2026-01-18,4.7,-2.7,13,
143,措备,2026-01-19,2.6,-2.9,6.1,
143,措备,2026-01-20,-1.8,-4.9,4.3,
143,措备,2026-01-21,-4.6,-7.3,-.8,
143,措备,2026-01-22,-5.1,-8.5,-1.1,
143,措备,2026-01-23,-1.6,-6.4,3.7,
143,措备,2026-01-24,-1.2,-4.3,2.6,0
143,措备,2026-01-25,-1.3,-4.9,4.1,
143,措备,2026-01-26,-1.3,-8.1,4,
143,措备,2026-01-27,.8,-1.8,4.8,
143,措备,2026-01-28,-1.2,-4.7,3.3,
143,措备,2026-01-29,-.4,-3.6,4.3,
143,措备,2026-01-30,-2.1,-5.6,2.3,
143,措备,2026-01-31,-.6,-7,5.4,
143,措备,2026-02-01,-.3,-3.9,5,
143,措备,2026-02-02,-1.5,-6,2.7,.7
143,措备,2026-02-03,1.2,-5.4,8.7,
143,措备,2026-02-04,3,-3.3,10.4,
143,措备,2026-02-05,6.1,-1.6,14,
143,措备,2026-02-06,2.9,.1,7.2,
143,措备,2026-02-07,-2.3,-5.8,1.5,
143,措备,2026-02-08,-5,-9.3,-.6,
143,措备,2026-02-09,.4,-5.8,8.5,
143,措备,2026-02-10,2.8,-3.1,7.2,
143,措备,2026-02-11,5.1,1.2,9.7,
143,措备,2026-02-12,4.6,-.6,11.4,
143,措备,2026-02-13,5.2,-2.6,14.3,
143,措备,2026-02-14,6.6,-.4,14.5,
143,措备,2026-02-15,8.4,1.1,16.9,
143,措备,2026-02-16,5.7,2.9,10.6,
143,措备,2026-02-17,5.2,-.6,12.2,
143,措备,2026-02-18,4.9,-1.4,11.9,
143,措备,2026-02-19,4.2,-4.6,12.8,
143,措备,2026-02-20,6.6,-1.6,15.8,
143,措备,2026-02-21,9.2,-.5,19.7,
143,措备,2026-02-22,11.6,4.9,22.3,
143,措备,2026-02-23,6.2,1.8,12.1,
143,措备,2026-02-24,2.1,.3,5.6,16.1
143,措备,2026-02-25,6.1,1,11,
143,措备,2026-02-26,8.3,6.5,10.6,
143,措备,2026-02-27,7.7,6.3,9.5,1.4
143,措备,2026-02-28,6.5,.5,10.5,
143,措备,2026-03-01,8.1,6.7,9.6,
143,措备,2026-03-02,6.7,4.2,8.1,20.5
143,措备,2026-03-03,7.4,4.4,12.4,.1
143,措备,2026-03-04,7.9,2,14,
143,措备,2026-03-05,8,1,15,.1
143,措备,2026-03-06,6,1.9,9.6,.6
143,措备,2026-03-07,3.7,.1,8.8,
143,措备,2026-03-08,4.7,-3.8,12.2,
143,措备,2026-03-09,5.1,1.9,9.1,
143,措备,2026-03-10,5,-2.1,12.5,
143,措备,2026-03-11,6.7,-.6,14.2,
143,措备,2026-03-12,6.9,1.5,12.3,.4
143,措备,2026-03-13,5.6,1.9,10,
143,措备,2026-03-14,6.7,-1.7,14.8,
143,措备,2026-03-15,7.8,4.6,11.1,
143,措备,2026-03-16,9,2.1,16.4,
143,措备,2026-03-17,10.8,3.3,18.8,
143,措备,2026-03-18,8.6,6.8,10.7,5.1
143,措备,2026-03-19,9.6,4.4,15.7,
143,措备,2026-03-20,10.1,4.1,17.5,
143,措备,2026-03-21,10.5,2,19.3,
143,措备,2026-03-22,11.2,6.1,19.4,
143,措备,2026-03-23,11.1,3.7,19.5,
143,措备,2026-03-24,11.4,3.9,19,
143,措备,2026-03-25,12.6,9.5,18.4,0
143,措备,2026-03-26,14,5,23.8,
143,措备,2026-03-27,16,6.4,24.8,
143,措备,2026-03-28,15.5,10.5,23.5,
143,措备,2026-03-29,14.5,7.2,22.8,
143,措备,2026-03-30,13,9.3,19.3,9.4
143,措备,2026-03-31,12.9,10.4,15.8,17.3
143,措备,2026-04-01,13.1,10.1,17,.2
143,措备,2026-04-02,14.4,8.2,20.7,
143,措备,2026-04-03,15,6.7,23.5,.4
143,措备,2026-04-04,14,10.7,19,36.3
143,措备,2026-04-05,14.2,8.4,20.9,
143,措备,2026-04-06,11.5,9.5,14.1,11.5
143,措备,2026-04-07,10.4,6.2,15.4,
143,措备,2026-04-08,12,2.1,20.9,
143,措备,2026-04-09,12.6,9.3,15.4,6.3
143,措备,2026-04-10,16.4,12.6,20.9,0
143,措备,2026-04-11,16.8,9.5,24.9,
143,措备,2026-04-12,16.9,8.9,23.3,
143,措备,2026-04-13,17.6,10.9,24.3,
143,措备,2026-04-14,14.7,12.7,17.5,0
143,措备,2026-04-15,16.5,9.3,27.3,
143,措备,2026-04-16,14.4,9.1,20.2,
143,措备,2026-04-17,12.5,10.7,14.4,7.8
143,措备,2026-04-18,17.3,12.8,23.5,5.8
143,措备,2026-04-19,19.4,13.6,26.3,
143,措备,2026-04-20,17.2,10.3,25.4,0
143,措备,2026-04-21,16.1,7.5,24.3,
143,措备,2026-04-22,15.5,12.4,20.3,0
143,措备,2026-04-23,14.6,10.2,20.9,
143,措备,2026-04-24,14.1,6.6,21.4,
143,措备,2026-04-25,16.4,5.9,26.2,
143,措备,2026-04-26,18.6,8.6,27.2,
143,措备,2026-04-27,19.8,12.2,27.9,
143,措备,2026-04-28,17.4,12.7,23.1,
143,措备,2026-04-29,15.3,11.3,19.2,
143,措备,2026-04-30,15.3,11.9,20.2,0
143,措备,2026-05-01,16.4,9.8,24.6,5.1
143,措备,2026-05-02,19.9,11.8,27.5,0
143,措备,2026-05-03,14.6,12.1,19.2,7.6
143,措备,2026-05-04,15.7,10.9,21.1,
143,措备,2026-05-05,16.2,6.4,25.1,
143,措备,2026-05-06,18.7,9,27.4,
143,措备,2026-05-07,20.4,12.6,27.8,
143,措备,2026-05-08,17.4,13,22.3,.5
143,措备,2026-05-09,17.1,7.9,25.1,
143,措备,2026-05-10,18.8,10,27.2,
143,措备,2026-05-11,20.1,11.1,27.3,
143,措备,2026-05-12,18.9,15.2,24.4,.6
143,措备,2026-05-13,20.9,13,28.5,
143,措备,2026-05-14,19.9,15.2,25.2,
143,措备,2026-05-15,21.8,14,29.4,
143,措备,2026-05-16,24.1,13.7,33.2,
143,措备,2026-05-17,25.7,15.9,34.1,
143,措备,2026-05-18,25.3,16.1,34.7,
143,措备,2026-05-19,23.9,16.5,30.9,
143,措备,2026-05-20,15.6,14.9,21.9,57
143,措备,2026-05-21,17.5,15.7,19.7,2.9
143,措备,2026-05-22,18.4,16,22.1,
143,措备,2026-05-23,17.5,15.5,20.1,.1
143,措备,2026-05-24,20.4,12.9,27.1,
143,措备,2026-05-25,24.2,16.9,31.8,
143,措备,2026-05-26,23.9,19.9,30.1,1.5
143,措备,2026-05-27,20.4,19.3,21.9,6.4
143,措备,2026-05-28,23.3,18.9,28.1,
143,措备,2026-05-29,23.2,19.2,28.3,
143,措备,2026-05-30,24.3,15.3,31.7,
143,措备,2026-05-31,25.4,15.8,33.7,
143,措备,2026-06-01,24.8,16.9,32.2,
143,措备,2026-06-02,21.2,19.5,23.9,7.6
143,措备,2026-06-03,23.6,17.3,29.8,
143,措备,2026-06-04,24.1,20.2,28.9,
143,措备,2026-06-05,23.4,18.8,27.3,
143,措备,2026-06-06,22.1,14.7,28.3,
143,措备,2026-06-07,20.8,18.5,22.9,0
143,措备,2026-06-08,20.4,18,24.5,3.5
143,措备,2026-06-09,21.6,15.6,27.6,
143,措备,2026-06-10,23.4,16.6,29.2,
143,措备,2026-06-11,23.1,15.9,28.7,
143,措备,2026-06-12,24.2,17.6,30.8,
143,措备,2026-06-13,25.3,17,32.7,
143,措备,2026-06-14,24.4,18.8,31.7,
143,措备,2026-06-15,24.4,18.1,30.4,
143,措备,2026-06-16,24.3,17.9,30.8,
143,措备,2026-06-17,26.1,19.6,32.9,
143,措备,2026-06-18,27.1,22.3,33.1,.1
143,措备,2026-06-19,25.7,22.7,30.3,4.9
143,措备,2026-06-20,25.9,22.2,31.3,17
143,措备,2026-06-21,24.5,20.7,29.1,
143,措备,2026-06-22,20.7,18.9,23.1,
143,措备,2026-06-23,19.8,17.8,22.7,
143,措备,2026-06-24,20.8,19,23,
143,措备,2026-06-25,21.6,19.5,24.8,
143,措备,2026-06-26,23.1,19,30.3,0
143,措备,2026-06-27,22.2,16.4,28.8,
143,措备,2026-06-28,23.6,15.4,31.8,
143,措备,2026-06-29,24.5,18.4,31.2,
143,措备,2026-06-30,25.3,20.1,31.8,
143,措备,2026-07-01,21.3,20,22.6,7
143,措备,2026-07-02,24.6,19.8,29.2,0
143,措备,2026-07-03,26,22.1,30.1,.2
143,措备,2026-07-04,26.6,23.2,31.7,
143,措备,2026-07-05,26,23,30.6,1.5
143,措备,2026-07-06,28.1,23.9,33.4,0
143,措备,2026-07-07,28,24.7,33.4,1.4
143,措备,2026-07-08,28.6,25.1,32.5,0
143,措备,2026-07-09,27.7,25.3,31,1.1
143,措备,2026-07-10,29.3,24.2,35,0
143,措备,2026-07-11,30.7,23.7,37.3,
143,措备,2026-07-12,30.4,25.3,35.8,
143,措备,2026-07-13,30.9,27.1,35.1,
143,措备,2026-07-14,30.1,27,34.3,
143,措备,2026-07-15,31.4,27.7,36.4,.2
143,措备,2026-07-16,29.4,26,34.1,
143,措备,2026-07-17,27.6,21.9,35.6,116.6
143,措备,2026-07-18,27.2,21.9,31.7,.3
143,措备,2026-07-19,25.6,22.5,29.2,3.7
143,措备,2026-07-20,28.8,24.2,34.4,0
143,措备,2026-07-21,30,25.3,35.1,
143,措备,2026-07-22,30.5,25.9,35.6,
143,措备,2026-07-23,30.6,25.6,36,
143,措备,2026-07-24,31.5,26.2,37.2,
143,措备,2026-07-25,31.1,27,36,
143,措备,2026-07-26,30.8,26.3,36.8,
143,措备,2026-07-27,31.1,24.8,38.1,
143,措备,2026-07-28,31.2,28,35.1,
143,措备,2026-07-29,31,28,35.3,
143,措备,2026-07-30,30.4,26.9,34.2,
143,措备,2026-07-31,31.3,26.1,36.3,
143,措备,2026-08-01,32.5,27.7,37.4,
143,措备,2026-08-02,32.9,28.8,38.7,
143,措备,2026-08-03,31.9,26.6,39.6,
143,措备,2026-08-04,30,27.4,34.2,
143,措备,2026-08-05,29.8,26.2,35.4,
143,措备,2026-08-06,29.7,25,35.8,
143,措备,2026-08-07,30.6,24.9,37.4,
143,措备,2026-08-08,28.6,26.6,33.7,0
143,措备,2026-08-09,27.5,25.6,31.7,0
143,措备,2026-08-10,26.1,23.3,29.6,0
143,措备,2026-08-11,24.8,21.7,29.1,
143,措备,2026-08-12,24.7,18.8,28.2,
143,措备,2026-08-13,27.3,22.3,31.4,
143,措备,2026-08-14,28.9,23.3,35.5,
143,措备,2026-08-15,27.7,24.3,32.9,.3
143,措备,2026-08-16,22.7,21.4,24.6,65.1
143,措备,2026-08-17,24.6,21.8,29.2,4.3
143,措备,2026-08-18,27.7,24.1,33.8,
143,措备,2026-08-19,27,25.7,29.4,.9
143,措备,2026-08-20,28.4,24.9,33.9,0
143,措备,2026-08-21,26.7,23.9,32.4,4.7
143,措备,2026-08-22,27.5,23.6,33.2,
143,措备,2026-08-23,29.2,23.3,35.2,
143,措备,2026-08-24,30.6,24.7,35.8,
143,措备,2026-08-25,30.4,25.5,35.3,
143,措备,2026-08-26,30.1,24.5,36.9,
143,措备,2026-08-27,27.7,25,34.1,28.7
143,措备,2026-08-28,25.7,25,27.5,18.7
143,措备,2026-08-29,26.6,25,30.3,3
143,措备,2026-08-30,25.9,23.2,31.8,45.3
143,措备,2026-08-31,27.4,23.5,32.3,.1
143,措备,2026-09-01,27.4,23.3,32.3,
143,措备,2026-09-02,27.1,24.2,32.6,.2
143,措备,2026-09-03,25.7,23.9,28.8,.1
143,措备,2026-09-04,24.6,21.3,28,
143,措备,2026-09-05,24,20.8,27.6,
143,措备,2026-09-06,24.5,20.9,28.2,
143,措备,2026-09-07,23.6,19.6,29.1,
143,措备,2026-09-08,22.3,16.2,28.5,
143,措备,2026-09-09,21.2,17.5,24.2,
143,措备,2026-09-10,20.1,14.3,24.8,
143,措备,2026-09-11,22.7,18.4,28.4,.1
143,措备,2026-09-12,23.2,17.2,29.9,
143,措备,2026-09-13,24.2,17.6,31.3,
